query,response,count
把空调开开,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
再大声点,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""up"",""mod"":""integrated_stove"",""property"":""sound_volume"",""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
我绿灯不灯,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""light"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关闭整机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关排风扇,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
打开灯了,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""light"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关掉煤气灶,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
在呢关一油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
嗯嗯关闭烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
关一下设备安全也舒服不足,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
开始,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""start"",""mod"":""steam_oven"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null}],""err_code"":2001,""err_msg"":""存在多个指令"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":1105073,""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
把鸡蛋蒸一蒸,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""34efc233-c091-4061-9828-75d3fa3f4c15"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:45:17.000"",""service_id"":""S52852""}}",1
在一起吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""1b016df9-1574-4848-b372-127cae7c5dda"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:29:58.000"",""service_id"":""S52852""}}",1
给我搜个搞笑视频,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""0915f12c-6bd1-4e32-a182-3d29ec61babb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:13:03.000"",""service_id"":""S52852""}}",1
关键是你我的身体,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""b56e4885-0eab-4d53-8b5d-fba3ca5dd0a5"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:34:57.000"",""service_id"":""S52852""}}",1
七龙珠免费,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""0cea777a-84d3-4d04-954b-7a3ed2b1cbb7"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:35:03.000"",""service_id"":""S52852""}}",1
老板那个主任是,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""81465bc0-95e2-45b3-be17-d80a2d15f76e"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:32:00.000"",""service_id"":""S52852""}}",1
同学人家可能不在,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""d5a1de00-6dc3-4da4-a0e3-69fb6d24191c"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 20:02:48.000"",""service_id"":""S52852""}}",1
干怎么组词,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""0c3c0ecb-c827-40be-aa14-a137cecadc36"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:09:39.000"",""service_id"":""S52852""}}",1
给我讲一个,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""cc477b88-5975-4509-b640-ef1b0afa4722"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:15:34.000"",""service_id"":""S52852""}}",1
别活了吃饭,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""34b581b7-5c70-404a-bd53-1b2439a3771f"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:15:53.000"",""service_id"":""S52852""}}",1
侠盗飞车圣地安,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""714a1f33-8d77-456a-b9fc-7b0845d79ca3"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 20:10:13.000"",""service_id"":""S52852""}}",1
明天郑州天气,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""91619486-b516-431f-8b29-b7f4396bbf43"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 20:10:17.000"",""service_id"":""S52852""}}",1
你知道啊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""179f9c87-37b7-44ae-bd2e-f1bad0aa73cb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 20:09:28.000"",""service_id"":""S52852""}}",1
快来看234567,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""e480d781-c4a6-4ea2-9a80-72fe1115dfc5"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:58:10.000"",""service_id"":""S52852""}}",1
未啊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""65d598ec-b17a-47a0-9da2-ca0a9285aa98"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 20:15:56.000"",""service_id"":""S52852""}}",1
华明天地,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""8fda20d7-094f-4911-914e-554d75c564b9"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:11:40.000"",""service_id"":""S52852""}}",1
三百字,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""0e3de72a-1773-4d7c-b693-840e4bf34c8c"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:13:12.000"",""service_id"":""S52852""}}",1
和平街,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""79adcf26-8c80-4e02-8bcf-0b2084f44672"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:10:32.000"",""service_id"":""S52852""}}",1
我来啦,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""66b6c174-5c50-41ee-b636-9ebc1c649092"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:36:25.000"",""service_id"":""S52852""}}",1
car,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""d1d4e194-3197-4162-9d66-b35856d75dfb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:39:37.000"",""service_id"":""S52852""}}",1
我啥也吃不了了我,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""13b3af77-c804-4e02-b7c8-18ae26f5e8e8"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:48:25.000"",""service_id"":""S52852""}}",1
三点水,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""64e0e4f6-6536-44b4-9b99-b61c0d48da17"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:57:00.000"",""service_id"":""S52852""}}",1
渔溪是个笨蛋,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""c9d8e746-d272-49f6-9377-493190d2a175"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:02:15.000"",""service_id"":""S52852""}}",1
现在是,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""9045c2ea-e460-4c11-b30f-909080439544"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 19:02:56.000"",""service_id"":""S52852""}}",1
那闺女跟你说话,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7d806b00-de44-48a9-9352-69464405ba9d"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:28:20.000"",""service_id"":""S52852""}}",1
再不给你,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""fc868fc0-fa76-4c2b-bc51-b55cb9f16049"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:34:49.000"",""service_id"":""S52852""}}",1
岩小红薯,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""cb60bb0f-83b3-4322-9a9c-ca6f8d1d1968"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:33:34.000"",""service_id"":""S52852""}}",1
我ttaaaa,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7777fc8d-251e-43e8-a77c-5e3f231a41b2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:31:01.000"",""service_id"":""S52852""}}",1
朝鲜,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""768f0aad-e315-416e-98d3-b69c6b3c7504"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-05 18:30:53.000"",""service_id"":""S52852""}}",1
