query	domain	intent	slots
暂停回去	narwal_other_function	pause_back_station	[]
把我这清洁一下	narwal_clean_function	come_here_clean	[]
结束当前任务开始清洁	narwal_clean_function	start_clean	[]
干啥呀	narwal_other_function	info_action_status	[]
结束拖地任务	narwal_clean_function	stop_mop	[]
来我这边清洗	narwal_clean_function	come_here_clean	[]
过来吧你	narwal_clean_function	come_here	[]
来拖我这里	narwal_clean_function	come_here_mop	[]
到我到我这边来	narwal_clean_function	come_here	[]
不退回基站	narwal_other_function	stop_back_station	[]
客厅有点脏到我这边来	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
剩下的电有多少	narwal_other_function	info_elec_status	[]
你你边扫边拖全屋	narwal_clean_function	start_sweep_and_mop	"[[""location"", 6, 8]]"
扫拖主卧和主卫	narwal_clean_function	start_sweep_and_mop	[]
打扫嗯	narwal_clean_function	start_clean	[]
扫一下卧室和客厅	narwal_clean_function	start_sweep	[]
取消任务返回机舱	narwal_other_function	start_back_station	[]
嗯到我这边来拖一下地	narwal_clean_function	come_here_mop	[]
扫地进行到多少了	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 0, 2]]"
把厨房和卫生间拖两遍	narwal_clean_function	start_mop	"[[""frequency"", 8, 9]]"
干嘛啊拖	narwal_clean_function	start_mop	[]
帮我餐厅扫一下	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
餐厅打扫一	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
开始指定区域清扫	narwal_clean_function	start_clean	[]
去浴室扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
去去脚底下扫	narwal_clean_function	start_sweep	[]
客厅扫一扫	narwal_clean_function	start_sweep	"[[""location"", 0, 2]]"
把厨房和洗手间拖地拖两遍	narwal_clean_function	start_mop	"[[""frequency"", 10, 11]]"
清洁液还可以用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
打扫厨房嗯扫地	narwal_clean_function	start_sweep	[]
你好玩吗	narwal_other_function	info_action_status	[]
呃清洁吃饭区域	narwal_clean_function	start_clean	"[[""location"", 3, 7]]"
扫拖饭厅和厨房	narwal_clean_function	start_sweep_and_mop	[]
去脚下扫	narwal_clean_function	start_sweep	[]
拖一下客厅这	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
我去你基站	narwal_other_function	start_back_station	[]
离开基站了	narwal_other_function	start_exit_duck	[]
把客餐厅扫一扫	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
到厨房去扫一扫	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
厨房在拖地	narwal_clean_function	start_mop	"[[""location"", 0, 2]]"
打扫垃圾桶	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
你在干嘛呀你几个月呀你怎	narwal_other_function	info_location_status	[]
去厨房跟餐厅打扫	narwal_clean_function	start_clean	[]
去餐厅和厨房打扫	narwal_clean_function	start_clean	[]
清洁小卧室	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
请打扫厨	narwal_clean_function	start_clean	"[[""location"", 3, 4]]"
ok今天的任务	narwal_schedule_management	set_schedule	[]
扫拖同时开始打扫	narwal_clean_function	start_clean	[]
调至静音模式	narwal_parameter_control	set_air_suction	"[[""gear"", 2, 6]]"
你在这干嘛	narwal_other_function	info_action_status	[]
你你要去干什么你去	narwal_other_function	info_action_status	[]
能不能换成吸力	narwal_parameter_control	set_air_suction	[]
你现在要扫哪里	narwal_other_function	info_clean_next_space	[]
请来餐厅打扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
清扫布二	narwal_clean_function	start_clean	[]
把你前面扫一下	narwal_clean_function	start_sweep	[]
吸力调至标准模式	narwal_parameter_control	set_air_suction	"[[""gear"", 4, 6]]"
扫地吸力调至降噪模式	narwal_clean_function	start_sweep	"[[""suction"", 7, 8]]"
吸力调至降噪模式	narwal_parameter_control	set_air_suction	"[[""gear"", 4, 6]]"
结束当前任务去扫厨房	narwal_clean_function	start_sweep	"[[""location"", 8, 10]]"
去儿童房扫拖地	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 4]]"
hello Navo把房间里面都清理一下	narwal_clean_function	start_clean	"[[""location"", 12, 13]]"
把屋里都清洁一下	narwal_clean_function	start_clean	[]
先去打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
去把家里都清理一下	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
返回基站你在这里不要动不要	narwal_other_function	start_back_station	[]
先去打扫别的房间间	narwal_clean_function	start_clean	[]
请吸下这边	narwal_clean_function	come_here_sweep	[]
把我那个餐厅扫一下	narwal_clean_function	start_sweep	"[[""location"", 1, 6]]"
晚上一点烘干拖布	narwal_other_function	start_drying	[]
晚上一点烘干	narwal_other_function	start_drying	[]
先吸一下这边	narwal_clean_function	come_here_sweep	[]
你回回基站	narwal_other_function	start_back_station	[]
来扫主卧	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
啊没事继续扫拖同时	narwal_clean_function	continue_sweep_and_mop	[]
出来吃吃饭	narwal_other_function	start_exit_duck	[]
清理主卧和	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
你刚才清洁了哪里	narwal_other_function	info_clean_next_space	"[[""clean_mode"", 3, 5]]"
你干完了吗	narwal_other_function	info_clean_progress	[]
使用之前建图	narwal_other_function	start_generate_map	[]
还要多久才能扫完	narwal_other_function	info_todo_time	[]
先扫客厅然后再拖客厅	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
请上我这来清扫	narwal_clean_function	come_here_clean	[]
开始全屋打扫吧	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
回基站取消建图	narwal_other_function	stop_generate_map	[]
跟我去打扫	narwal_clean_function	start_clean	[]
继续继续干活继续扫地	narwal_clean_function	continue_sweep	[]
开启云鲸扫拖同时	narwal_clean_function	start_sweep_and_mop	[]
把沙发这个地方拖一下	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
开始清扫阳台	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
到阳台来	narwal_clean_function	move	"[[""location"", 1, 3]]"
先打扫厨房再打扫厕	narwal_clean_function	start_clean	"[[""location"", 8, 9]]"
打扫一下客厅和卧室	narwal_clean_function	start_clean	[]
如何如何拖床	narwal_clean_function	start_mop	"[[""location"", 5, 6]]"
打扫请打扫	narwal_clean_function	start_clean	[]
打扫次卧二房间	narwal_clean_function	start_clean	"[[""location"", 2, 7]]"
打扫厨房和房间	narwal_clean_function	start_clean	[]
扫了地今天只有扫地吗	narwal_schedule_management	view_schedule	"[[""is_start_sweep"", 0, 1], [""time"", 3, 5]]"
你把边刷丢哪了	narwal_other_function	info_location_status	[]
门上吸铁石家	narwal_clean_function	start_sweep	[]
你帮我把这个地方扫干净	narwal_clean_function	come_here_sweep	[]
把地板扫干净	narwal_clean_function	start_sweep	[]
等一下去把厨房重新拖一遍	narwal_clean_function	start_mop	"[[""frequency"", 1, 2], [""location"", 5, 7]]"
全屋清洁一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
上卧室来	narwal_clean_function	move	"[[""location"", 1, 3]]"
嗯嗯客厅呃拖	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
去把厨房拖了	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
你现在知道你家在哪了吗	narwal_other_function	info_location_status	[]
别烘干了	narwal_other_function	stop_drying	[]
重新重新归洗清扫路线	narwal_clean_function	start_clean	[]
你扫地完了没	narwal_other_function	info_clean_progress	[]
清洁一下厨房和卫生间	narwal_clean_function	start_clean	[]
扫一下厨房和卫生hello Navo	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
你撞墙了	narwal_clean_function	start_mop	[]
扫拖一起厨房和餐厅	narwal_clean_function	start_sweep_and_mop	[]
打扫一下王一轩的卧室	narwal_clean_function	start_clean	"[[""location"", 4, 10]]"
清扫这里扫拖一体	narwal_clean_function	come_here_clean	[]
去房间去卧室	narwal_clean_function	move	[]
清洁一下房间	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
暂停清扫一下	narwal_clean_function	pause_clean	[]
he回基地返回基地	narwal_other_function	start_back_station	[]
扫好了没	narwal_other_function	info_clean_progress	[]
你能拖床底下吗	narwal_clean_function	start_mop	[]
开我这来	narwal_clean_function	come_here	[]
到我后面去	narwal_clean_function	come_here	[]
嗯扫一下	narwal_clean_function	start_sweep	[]
我让他回基站回基站	narwal_other_function	start_back_station	[]
还有多久拖完	narwal_other_function	info_todo_time	[]
回去扫地	narwal_clean_function	continue_sweep	[]
我在这里到我这里来清扫	narwal_clean_function	come_here_clean	[]
进行洗拖	narwal_clean_function	start_mop	[]
嗯回到	narwal_other_function	start_back_station	[]
先打扫厨房然	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
开始扫地打扫阳台	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
到我这来扫扫地	narwal_clean_function	come_here_sweep	[]
把阳台的水拖干净	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
把大卧室打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 4]]"
打扫主卧和主卧卫生间	narwal_clean_function	start_clean	[]
底座自清洁	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
次卧一不用打扫	narwal_clean_function	stop_clean	"[[""location"", 0, 3]]"
去把主人房拖一下	narwal_clean_function	start_mop	"[[""location"", 2, 5]]"
擦阳台	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
打扫一下北次卧及卫生间	narwal_clean_function	start_clean	[]
来清扫一下我这里	narwal_clean_function	come_here_clean	[]
清洁洗手间二	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
麻烦清洗厕所二	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
麻烦清洁卫生间二	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
把卫生间主卧的卫生间拖一下	narwal_clean_function	start_mop	"[[""location"", 1, 6]]"
把所有房间全部扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 8, 9]]"
嗯洗拖地	narwal_clean_function	start_mop	[]
客厅没扫干净回去扫	narwal_clean_function	continue_sweep	"[[""location"", 0, 2]]"
客厅没扫干净	narwal_clean_function	start_sweep	"[[""location"", 0, 2]]"
回归机舱	narwal_other_function	start_back_station	[]
你打扫厨房	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
来这扫一扫	narwal_clean_function	come_here_sweep	[]
去洗阳台	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
到客厅和卧	narwal_clean_function	move	[]
去吸阳台	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
开始吸地板	narwal_clean_function	start_sweep	[]
按区清扫	narwal_clean_function	start_clean	[]
先扫主人房	narwal_clean_function	start_sweep	"[[""location"", 2, 5]]"
继续开始清洁	narwal_clean_function	continue_clean	[]
清扫一下这个屋	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
开始清洁卧室	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
去扫厕所	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
到我这里拖下地毯	narwal_clean_function	start_mop	"[[""location"", 5, 8]]"
二回到基站	narwal_other_function	start_back_station	[]
请打扫房间吧	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
打扫这里卫生	narwal_clean_function	come_here_clean	[]
呃打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
嗯结束打扫	narwal_clean_function	stop_clean	[]
边刷转五秒然后讲个故事然后再前进一秒	narwal_clean_function	move	[]
打扫一下客厅餐厅和走廊	narwal_clean_function	start_clean	[]
嗯没有回基站吧	narwal_other_function	start_back_station	[]
打扫一下玄关	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
没有回基站吧	narwal_other_function	start_back_station	[]
把卧室和卫生间打扫一下	narwal_clean_function	start_clean	[]
机器人充满电需要多长时间	narwal_other_function	info_elec_status	[]
把这清洁一下	narwal_clean_function	come_here_clean	[]
扫描这个屋子	narwal_other_function	start_generate_map	[]
帮我预约一个晚上七点钟的全屋清洁	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 14, 16], [""location"", 12, 14], [""time"", 6, 11]]"
重新绘制绘制地图	narwal_other_function	start_generate_map	[]
那就张那个沙子拖	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
嗯扫一扫客厅	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
来卧室来打扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
把家里都清扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 4]]"
请任务返回基站	narwal_other_function	start_back_station	[]
去次卧一扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
去朱科轩的房间扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 7]]"
继续清洁吧	narwal_clean_function	continue_clean	[]
到卫生间扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
机器人的电量	narwal_other_function	info_elec_status	[]
执行自清洁	narwal_clean_function	start_clean	[]
把屋子里的清扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 4]]"
充了多少电了诶	narwal_other_function	info_elec_status	[]
给客厅打清洁一遍	narwal_clean_function	start_clean	"[[""frequency"", 6, 7], [""location"", 1, 3]]"
打扫姐姐房跟大人房	narwal_clean_function	start_clean	[]
打扫一遍阳台	narwal_clean_function	start_clean	"[[""frequency"", 2, 3], [""location"", 4, 6]]"
清洁这片	narwal_clean_function	come_here_clean	[]
是的回家里去	narwal_other_function	start_back_station	[]
任务回基站	narwal_other_function	start_back_station	[]
静音清洁	narwal_clean_function	start_clean	"[[""suction"", 0, 2]]"
这个房间不用打扫了	narwal_clean_function	stop_clean	"[[""location"", 0, 4]]"
到这边来扫地	narwal_clean_function	come_here_sweep	[]
清洁门	narwal_clean_function	start_clean	"[[""location"", 2, 3]]"
地面有水擦一下	narwal_clean_function	start_mop	[]
客厅也打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
打扫这卫生	narwal_clean_function	come_here_clean	[]
返回基站结	narwal_other_function	start_back_station	[]
重新绘制全屋地图	narwal_other_function	start_generate_map	[]
嗯可以开始拖地了	narwal_clean_function	start_mop	[]
往我这边扫	narwal_clean_function	come_here_sweep	[]
清扫我这个地方	narwal_clean_function	come_here_clean	[]
单独打扫客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
到我这建图	narwal_other_function	start_generate_map	[]
往前面	narwal_clean_function	move	[]
hello Navo过来我这里	narwal_clean_function	come_here	[]
扫一下我面前的两米位置	narwal_clean_function	come_here_sweep	[]
进去回	narwal_other_function	start_back_station	[]
清洁度	narwal_clean_function	start_clean	[]
回基站不工作了	narwal_other_function	start_back_station	[]
房间定制清扫	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
退回基站基站	narwal_other_function	start_back_station	[]
调节吸力这个	narwal_parameter_control	set_air_suction	[]
调节吸力为最大	narwal_parameter_control	set_air_suction	"[[""gear"", 5, 7]]"
过来跟我建图	narwal_other_function	start_generate_map	[]
把吸力调节为更大的模式	narwal_parameter_control	set_air_suction	"[[""gear"", 6, 8]]"
回来继续拖一次	narwal_clean_function	continue_mop	[]
卫生打扫完了吗	narwal_other_function	info_clean_progress	"[[""clean_mode"", 2, 4]]"
全屋扫描绘制地图	narwal_other_function	start_generate_map	[]
只打扫客厅和	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
充到百分之百的电你还有多久	narwal_other_function	info_elec_status	[]
你在打扫哪个房间	narwal_other_function	info_clean_space	[]
现在打扫卫生	narwal_clean_function	start_clean	[]
只打扫餐厅和厨房	narwal_clean_function	start_clean	[]
你现在打扫哪个房间	narwal_other_function	info_clean_space	[]
充满电你还需要多少时间	narwal_other_function	info_elec_status	[]
快速建图是的	narwal_other_function	start_generate_map	[]
请用吸力最大的模式	narwal_parameter_control	set_air_suction	"[[""gear"", 4, 6]]"
呃清扫厨房	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
过来我这里清洗	narwal_clean_function	come_here_clean	[]
打扫二楼房间	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
你充多久电会充满	narwal_other_function	info_elec_status	[]
嗯集尘功能开启	narwal_other_function	start_collect_dust	[]
你的充电时间是多少	narwal_other_function	info_elec_status	[]
嗯建图一下客厅的地图	narwal_other_function	start_generate_map	[]
拖拖左边的房间	narwal_clean_function	start_mop	[]
设置清每天清洁全部房间	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 5, 7], [""location"", 7, 11]]"
扫一下床底	narwal_clean_function	start_sweep	[]
任务结束继续打扫	narwal_clean_function	continue_clean	[]
想拖地板	narwal_clean_function	start_mop	[]
去去卧室	narwal_clean_function	move	"[[""location"", 2, 4]]"
开始清扫整个房间	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
机器人在哪里	narwal_other_function	info_location_status	[]
设置每天清洁全部房间	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 4, 6], [""location"", 6, 10], [""time"", 2, 4]]"
你可以回基站休息了	narwal_other_function	start_back_station	[]
来我附近擦地	narwal_clean_function	come_here_mop	[]
来到阳台	narwal_clean_function	move	"[[""location"", 2, 4]]"
来门厅擦地	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
把地毯吸一下	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
来门口擦地	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
吸力调整到强力模式	narwal_parameter_control	set_air_suction	"[[""gear"", 5, 7]]"
清洁主卧次卧和书房	narwal_clean_function	start_clean	[]
你你在这里卡死了吗	narwal_other_function	info_error_status	[]
机器人现在电量是多少	narwal_other_function	info_elec_status	[]
开始扫拖一体清洁	narwal_clean_function	start_clean	[]
清洁卫呃	narwal_clean_function	start_clean	[]
机器人电量为多少时可以继续打扫	narwal_other_function	info_elec_status	[]
多少可以进行打扫机器人电量	narwal_other_function	info_elec_status	[]
扫下床底	narwal_clean_function	start_sweep	[]
你是不是卡到什么东西了	narwal_other_function	info_error_status	[]
过来这边茶几底下扫一下	narwal_clean_function	start_sweep	[]
把主把卧室打扫一下	narwal_clean_function	start_clean	[]
过来我这里扫一下这里	narwal_clean_function	come_here_sweep	[]
重新建一个新地图	narwal_other_function	start_generate_map	[]
新建地图建图	narwal_other_function	start_generate_map	[]
打扫一下这个房间吧	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
嗯这块别拖了都拖过了	narwal_clean_function	start_mop	[]
扫描全家	narwal_other_function	start_generate_map	[]
清扫女孩房	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
打扫一下南次卧	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
快捷任务日常清洁	narwal_clean_function	start_clean	[]
到我这里搞卫生	narwal_clean_function	come_here_clean	[]
回舱回基地	narwal_other_function	start_back_station	[]
去卫生间一打扫扫拖一下	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 5]]"
帮我打扫一下玄关	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
回到地毯	narwal_clean_function	move	"[[""location"", 2, 4]]"
扫地儿童	narwal_clean_function	start_sweep	[]
扫一次地	narwal_clean_function	start_sweep	"[[""frequency"", 1, 2]]"
建个图建图建一下图	narwal_other_function	start_generate_map	[]
帮我扫地拖地	narwal_clean_function	start_sweep_and_mop	[]
开始扫地拖地啦	narwal_clean_function	start_sweep_and_mop	[]
嗯去沙发底下扫地	narwal_clean_function	start_sweep	[]
拖下次卧	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
打扫一下过来	narwal_clean_function	come_here_clean	[]
今天还没清洁了开始清洁	narwal_clean_function	start_clean	[]
去厨房客厅一扫	narwal_clean_function	start_sweep	"[[""location"", 1, 6]]"
先开始扫地	narwal_clean_function	start_sweep	[]
请清清洁	narwal_clean_function	start_clean	[]
扫拖同时上午没干完的活	narwal_schedule_management	set_schedule	"[[""is_start_sweep_and_mop"", 0, 2], [""time"", 4, 6]]"
把这擦了	narwal_clean_function	come_here_mop	[]
重新给主卧建图	narwal_other_function	start_generate_map	[]
请烘干抹布	narwal_other_function	start_drying	[]
今天你打扫了吗	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 3, 5], [""time"", 0, 2]]"
过来我这儿	narwal_clean_function	come_here	[]
你干啥子回基站哦	narwal_other_function	start_back_station	[]
给我滚出来	narwal_other_function	start_exit_duck	[]
你把桌子底下扫扫	narwal_clean_function	start_sweep	[]
把客厅扫一下啊	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
扫拖同时走廊	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
今天你有没有打扫	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 6, 8], [""time"", 0, 2]]"
四年级英语	narwal_other_function	start_drying	[]
好了好了回基站	narwal_other_function	start_back_station	[]
全屋扫地加拖地	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
开我打扫一下卧室二	narwal_clean_function	start_clean	[]
清洁这里清洁客厅	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
回去厨房扫地	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
嗯清理地面	narwal_clean_function	start_clean	[]
好了那么出来	narwal_other_function	start_exit_duck	[]
打扫客厅和书房	narwal_clean_function	start_clean	[]
清洁我这客厅	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
过来扫过来打扫	narwal_clean_function	come_here_clean	[]
过来清理地毯	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
尘袋还有多还能用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
你正在充电吗	narwal_other_function	info_action_status	[]
请给自己充电	narwal_other_function	start_back_station	[]
是的返回新基站	narwal_other_function	start_back_station	[]
返回基站停止当前任务	narwal_other_function	start_back_station	[]
清清扫清洁模式	narwal_clean_function	start_clean	[]
嗯那你呆在那里干嘛	narwal_other_function	info_action_status	[]
请进入清洁模式	narwal_clean_function	start_clean	[]
请扫地停止	narwal_clean_function	stop_sweep	[]
暂停当前任务并改为扫地	narwal_clean_function	pause_sweep	[]
继续清洁加大吸力	narwal_parameter_control	up_suction	[]
房间边扫边拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
打扫打扫卧室	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
把阳台清扫一遍	narwal_clean_function	start_clean	"[[""frequency"", 5, 6], [""location"", 1, 3]]"
请把客厅扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
然后清扫	narwal_clean_function	start_clean	[]
扫地扫吧台	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
吸力模式调成中等	narwal_parameter_control	set_air_suction	"[[""gear"", 6, 8]]"
把我这旁边扫一下	narwal_clean_function	come_here_sweep	[]
去主卧室扫扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
先去打扫北房间	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
去北房间扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
打扫卫生间浴室和厨房	narwal_clean_function	start_clean	[]
到储物间去	narwal_clean_function	move	"[[""location"", 1, 4]]"
你上次卡在哪里了	narwal_other_function	info_location_status	[]
今天扫地了没没扫	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 2, 3], [""is_start_sweep"", 2, 3], [""time"", 0, 2]]"
清扫二卧	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
清洁书房和地毯	narwal_clean_function	start_clean	[]
去拖卫生间一	narwal_clean_function	start_mop	"[[""location"", 2, 6]]"
这这里先先拖	narwal_clean_function	come_here_mop	[]
充电进度	narwal_other_function	start_back_station	[]
充电百分之多少了	narwal_other_function	info_elec_status	[]
吸力为	narwal_parameter_control	set_air_suction	[]
没事你继续干活吧	narwal_clean_function	continue_clean	[]
请去次卧清洁	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
出来干活啦	narwal_other_function	start_exit_duck	[]
你充电充了多少了	narwal_other_function	info_elec_status	[]
用干拖布墩地	narwal_clean_function	start_mop	"[[""humidity"", 1, 2]]"
打扫客厅过道	narwal_clean_function	start_clean	[]
扫一下大厕所的地	narwal_clean_function	start_sweep	"[[""location"", 3, 6]]"
脚边拖一下	narwal_clean_function	start_mop	[]
先去清洁卫生间一	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
你现在还剩多少电	narwal_other_function	info_elec_status	[]
Navo到我这里来打扫一下	narwal_clean_function	come_here_clean	[]
结束当前任务回	narwal_other_function	start_back_station	[]
先来拖卫生间一	narwal_clean_function	start_mop	"[[""location"", 3, 7]]"
嗯清洁清	narwal_clean_function	start_clean	[]
还有多久你能把电充满	narwal_other_function	info_elec_status	[]
到这里来清扫一下	narwal_clean_function	come_here_clean	[]
再扫一下这	narwal_clean_function	come_here_sweep	[]
到这里来把这里扫干净	narwal_clean_function	come_here_sweep	[]
哦来我这边清洁	narwal_clean_function	come_here_clean	[]
过来扫地过来扫地	narwal_clean_function	start_sweep	[]
来扫我旁边	narwal_clean_function	come_here_sweep	[]
拖一下茶几下面	narwal_clean_function	start_mop	[]
你喊他回家	narwal_other_function	start_back_station	[]
过来吸一下房间不是构图	narwal_clean_function	start_sweep	"[[""location"", 5, 7]]"
清扫附近这附近	narwal_clean_function	come_here_clean	[]
走啊	narwal_clean_function	move	[]
he洁剂需要更换吗	narwal_other_function	info_consumable	"[[""consumable"", 0, 4]]"
过去房间	narwal_clean_function	move	"[[""location"", 2, 4]]"
到底怎么了	narwal_other_function	info_error_status	[]
请去打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
开始去打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
到我附近来扫一下扫拖一下	narwal_clean_function	start_sweep_and_mop	[]
把客厅扫拖一遍把客厅扫地一遍	narwal_clean_function	start_sweep	"[[""frequency"", 5, 6], [""location"", 1, 3]]"
打扫厨房和饭厅	narwal_clean_function	start_clean	[]
把客厅和厨房扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 7, 8]]"
这里没有扫干净啊	narwal_clean_function	come_here_sweep	[]
停停止清扫返回充电桩	narwal_clean_function	stop_clean	[]
当前任务结束当前任务去厨房拖地	narwal_clean_function	start_mop	"[[""location"", 11, 13]]"
停止墩	narwal_clean_function	stop_mop	[]
现在清洁哪里	narwal_other_function	info_clean_next_space	[]
你要充到多少电你才去工作	narwal_other_function	info_elec_status	[]
新建房间地图	narwal_other_function	start_generate_map	[]
你能去把房间清洁一下吗	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
再扫一下桌子底下	narwal_clean_function	start_sweep	[]
去清扫房间	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
清扫楼梯间	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
清扫一下餐桌位置	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
你什么时候能充满电	narwal_other_function	info_elec_status	[]
打扫公公的房间	narwal_clean_function	start_clean	"[[""location"", 2, 7]]"
he扫公公的房间一	narwal_clean_function	start_sweep	"[[""location"", 3, 9]]"
嗯你过来一下	narwal_clean_function	come_here	[]
你去拖个地吧	narwal_clean_function	start_mop	[]
拖一下次卧和走道	narwal_clean_function	start_mop	[]
终止任务回基站	narwal_other_function	start_back_station	[]
水箱没水了吗	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
你充电去了	narwal_other_function	start_back_station	[]
去厕所打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
拖一下客厅卫生间	narwal_clean_function	start_mop	[]
扫一下公卫	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
你电量多少啊	narwal_other_function	info_elec_status	[]
扫一下中卧	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
